Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-02-77,,Cosmos-3M (11K65M),Cosmos 893,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",19-02-77,5:15:00,Mu-III H,Tansei 3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-02-77,17:20:00,Cosmos-3M (11K65M),Cosmos 894,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-02-77,9:19:00,Soyuz U,Zenit-4MK n†­381,Retired,,Failure
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-02-77,8:50:00,N-I Star-37E,Kiku 2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26-02-77,21:18:00,Vostok-2M,Cosmos 895,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",03-03-77,10:30:00,Soyuz U,Cosmos 896,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",10-03-77,11:00:00,Soyuz U,Cosmos 897,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",13-03-77,18:41:00,Titan III(24)B,OPS 4915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",17-03-77,8:30:00,Soyuz U,Cosmos 898,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-03-77,11:51:00,Molniya-M /Block ML,Molniya-1 n†­67,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",24-03-77,22:11:00,Cosmos-3M (11K65M),Cosmos 899,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29-03-77,,Cosmos-3M (11K65M),Cosmos 900,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-04-77,2:05:00,Vostok-2M,Meteor n†­37,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05-04-77,10:30:00,Cosmos-2I (63SM),Cosmos 901,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07-04-77,8:59:00,Soyuz U,Cosmos 902,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",11-04-77,1:38:00,Molniya-M /Block 2BL,Cosmos 903,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-04-77,9:00:00,Soyuz U,Cosmos 904,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",26-04-77,14:45:00,Soyuz U,Cosmos 905,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",27-04-77,,Cosmos-3M (11K65M),Cosmos 906,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28-04-77,9:10:00,Molniya-M /Block ML,Molniya-3 n†­68,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-05-77,14:00:00,Soyuz U,Cosmos 907,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",12-05-77,14:27:00,Titan III(23)C,DSCS-II 7&8,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17-05-77,10:10:00,Soyuz U,Cosmos 908,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-05-77,16:30:00,Cosmos-3M (11K65M),Cosmos 909,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",23-05-77,12:14:00,Tsyklon-2,Cosmos 910,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",23-05-77,18:13:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-7),Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",25-05-77,11:00:00,Cosmos-3M (11K65M),Cosmos 911,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26-05-77,7:00:00,Soyuz U,Cosmos 912,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",26-05-77,21:47:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F4,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",30-05-77,22:30:00,Cosmos-3M (11K65M),Cosmos 913,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31-05-77,7:30:00,Soyuz U,Cosmos 914,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",08-06-77,14:00:00,Soyuz U,Cosmos 915,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",10-06-77,8:00:00,Soyuz U,Cosmos 916,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16-06-77,1:58:00,Molniya-M /Block 2BL,Cosmos 917,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",17-06-77,3:30:00,Cosmos-3M (11K65M),Signe 3,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",17-06-77,7:23:00,Tsyklon-2,Cosmos 918,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",18-06-77,10:30:00,Cosmos-2I (63SM),Cosmos 919,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-06-77,8:00:00,Soyuz U,Cosmos 920,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",23-06-77,9:16:00,Atlas-E/F SGS-1,NTS-2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24-06-77,5:41:00,Molniya-M /Block ML,Molniya-1 n†­69,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-06-77,10:30:00,Tsyklon-3,Cosmos 921,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",27-06-77,18:30:00,Titan IIID,KH-9,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29-06-77,18:34:00,Vostok-2M,Meteor-Priroda n†­2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30-06-77,14:00:00,Soyuz U,Cosmos 922,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",01-07-77,11:52:00,Cosmos-3M (11K65M),Cosmos 923,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04-07-77,22:20:00,Cosmos-3M (11K65M),Cosmos 924,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07-07-77,7:25:00,Vostok-2M,Cosmos 925,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-07-77,17:30:00,Cosmos-3M (11K65M),Cosmos 926,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12-07-77,9:00:00,Soyuz U,Cosmos 927,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",13-07-77,5:02:00,Cosmos-3M (11K65M),Cosmos 928,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19-07-77,8:40:00,Cosmos-3M (11K65M),Cosmos 930,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20-07-77,4:44:00,Molniya-M /Block 2BL,Cosmos 931,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20-07-77,7:35:00,Soyuz U,Cosmos 932,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22-07-77,10:00:00,Cosmos-3M (11K65M),Cosmos 933,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27-07-77,18:07:00,Soyuz U,Cosmos 934,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29-07-77,8:00:00,Soyuz U,Cosmos 935,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",03-08-77,14:01:00,Soyuz U,Cosmos 936,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-08-77,10:40:00,Soyuz U,Zenit-4MKM n†­399,Retired,,Failure
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",12-08-77,6:29:00,Atlas-SLV3D Centaur-D1AR,HEAO-1,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",20-08-77,14:29:00,Titan IIIE,Voyager 2,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",24-08-77,7:07:00,Tsyklon-2,Cosmos 937,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24-08-77,14:29:00,Soyuz U,Cosmos 938,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24-08-77,18:20:00,Cosmos-3M (11K65M),Cosmos 939 to 946,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27-08-77,10:09:00,Soyuz U,Cosmos 947,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",30-08-77,18:06:00,Molniya-M /Block ML,Molniya-1 n†­70,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",02-09-77,9:00:00,Soyuz U,Cosmos 948,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",05-09-77,12:56:00,Titan IIIE,Voyager 1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",06-09-77,17:30:00,Soyuz U,Cosmos 949,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",13-09-77,15:10:00,Soyuz U,Cosmos 950,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",13-09-77,19:59:00,Cosmos-3M (11K65M),Cosmos 951,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",14-09-77,0:15:00,Feng Bao 1,DDDS 1,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",16-09-77,14:25:00,Tsyklon-2,Cosmos 952,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",16-09-77,14:30:00,Soyuz U,Cosmos 953,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",18-09-77,13:48:00,Tsyklon-2,Cosmos 954,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20-09-77,1:00:00,Vostok-2M,Cosmos 955,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",22-09-77,,Molniya-M /Block SO-L,Prognoz n†­6,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",23-09-77,18:34:00,Titan III(24)B,OPS 7471,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",24-09-77,10:15:00,Tsyklon-3,Cosmos 956,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24-09-77,,Cosmos-3M (11K65M),Intercosmos-17,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",30-09-77,1:02:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F5,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",30-09-77,9:46:00,Soyuz U,Cosmos 957,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",09-10-77,2:40:00,Soyuz U,Soyuz 25,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",11-10-77,15:14:00,Soyuz U,Cosmos 958,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-10-77,10:05:00,Cosmos-3M (11K65M),Cosmos 959,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",25-10-77,5:25:00,Cosmos-3M (11K65M),Cosmos 960,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",26-10-77,5:14:00,Tsyklon-2,Cosmos 961,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",28-10-77,1:37:00,Molniya-M /Block ML,Molniya-3 n†­71,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-10-77,16:00:00,Cosmos-3M (11K65M),Cosmos 962,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24-11-77,14:30:00,Cosmos-3M (11K65M),Cosmos 963,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",29-11-77,7:05:00,Cosmos-3M (11K65M),Tsikada n†­3,Retired,,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",04-12-77,12:00:00,Soyuz U,Cosmos 964,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08-12-77,11:00:00,Cosmos-3M (11K65M),Cosmos 965,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",08-12-77,17:45:00,Atlas-E/F MSD,NOSS-2,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10-12-77,1:18:00,Soyuz U,Soyuz 26,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",11-12-77,22:45:00,Atlas-SLV3A Agena-D,OPS-4258 (Aquacade-3),Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12-12-77,9:40:00,Soyuz U,Cosmos 966,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",13-12-77,15:53:00,Cosmos-3M (11K65M),Cosmos 967,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14-12-77,9:30:00,Vostok-2M,Meteor-2 n†­3,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",16-12-77,4:25:00,Cosmos-3M (11K65M),Cosmos 968,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20-12-77,15:50:00,Soyuz U,Cosmos 969,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",21-12-77,10:35:00,Tsyklon-2,Cosmos 970,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-12-77,16:24:00,Cosmos-3M (11K65M),Cosmos 971,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",27-12-77,8:00:00,Tsyklon-3,Cosmos 972,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27-12-77,9:20:00,Soyuz U,Cosmos 973,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",06-01-78,15:50:00,Soyuz U,Cosmos 974,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",07-01-78,0:15:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F3,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",10-01-78,13:23:00,Vostok-2M,Cosmos 975,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",10-01-78,20:51:00,Cosmos-3M (11K65M),Cosmos 976 to 983,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",13-01-78,15:15:00,Soyuz U,Cosmos 984,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-01-78,3:26:00,Cosmos-3M (11K65M),Cosmos 985,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24-01-78,6:51:00,Molniya-M /Block ML,Molniya-3 n†­72,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",24-01-78,9:50:00,Soyuz U,Cosmos 986,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",26-01-78,4:58:00,Long March 2,FSW-0 No.3,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",31-01-78,14:50:00,Soyuz U,Cosmos 987,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",04-02-78,7:00:00,Mu-III H,Kyokko,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",08-02-78,12:15:00,Soyuz U,Cosmos 988,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",09-02-78,21:17:00,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-1,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-02-78,9:30:00,Soyuz U,Cosmos 989,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",16-02-78,4:00:00,N-I,Ume 2,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17-02-78,16:33:00,Cosmos-3M (11K65M),Cosmos 990,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",22-02-78,23:44:00,Atlas-E/F SGS-1,GPS-1,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",25-02-78,5:00:00,Titan III(34)B Agena-D,Jumpseat 5,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28-02-78,6:43:00,Cosmos-3M (11K65M),Cosmos 991,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",02-03-78,22:07:00,Molniya-M /Block ML,Molniya-1 n†­73,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",04-03-78,7:40:00,Soyuz U,Cosmos 992,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",10-03-78,10:42:00,Soyuz U,Cosmos 993,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",15-03-78,15:57:00,Cosmos-3M (11K65M),Cosmos 994,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",16-03-78,18:43:00,Titan IIID,KH-9 & SSF-D-2,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",17-03-78,10:50:00,Soyuz U,Cosmos 995,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",25-03-78,18:09:00,Titan III(23)C,DSCS-II 9&10,Retired,,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",28-03-78,1:30:00,Cosmos-3M (11K65M),Cosmos 996,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",30-03-78,7:50:00,Soyuz U,Cosmos 999,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",31-03-78,14:01:00,Cosmos-3M (11K65M),Cosmos 1000,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",31-03-78,23:36:00,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F6,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06-04-78,9:10:00,Soyuz U,Cosmos 1002,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",07-04-78,0:45:00,Atlas-SLV3A Agena-D,OPS-8790 (Aquacade-4),Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",15-04-78,16:39:00,Feng Bao 1,DDDS 2,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20-04-78,15:30:00,Soyuz U,Cosmos 1003,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-05-78,15:30:00,Soyuz U,Cosmos 1004,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12-05-78,4:07:00,Vostok-2M,Cosmos 1005,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12-05-78,11:00:00,Cosmos-3M (11K65M),Cosmos 1006,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",13-05-78,10:34:00,Atlas-E/F SGS-1,GPS-2,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",16-05-78,10:40:00,Soyuz U,Cosmos 1007,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17-05-78,14:39:00,Cosmos-3M (11K65M),Cosmos 1008,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",19-05-78,0:21:00,Tsyklon-2,Cosmos 1009,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",20-05-78,13:13:00,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Orbiter,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",23-05-78,7:30:00,Soyuz U,Cosmos 1010,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",23-05-78,16:57:00,Cosmos-3M (11K65M),Cosmos 1011,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",02-06-78,12:12:00,Molniya-M /Block ML,Molniya-1 n†­74,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",07-06-78,22:00:00,Cosmos-3M (11K65M),Cosmos 1013 to 1020,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10-06-78,8:35:00,Soyuz U,Cosmos 1021,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",10-06-78,19:08:00,Titan III(23)C,OPS-9454 (vortex),Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",12-06-78,10:30:00,Soyuz U,Cosmos 1022,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",14-06-78,18:28:00,Titan IIID,KH-11,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",21-06-78,9:27:00,Cosmos-3M (11K65M),Cosmos 1023,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",27-06-78,1:12:00,Atlas-E/F Agena D,Seasat,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",28-06-78,2:58:00,Molniya-M /Block 2BL,Cosmos 1024,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",28-06-78,17:35:00,Tsyklon-3,Cosmos 1025,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",29-06-78,22:24:00,Atlas-SLV3D Centaur-D1AR,Comstar D3,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14-07-78,15:00:00,Molniya-M /Block ML,Molniya-1 n†­75,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27-07-78,4:49:00,Cosmos-3M (11K65M),Cosmos 1027,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",05-08-78,15:00:00,Soyuz U,Cosmos 1028,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",05-08-78,,Titan III(34)B Agena-D,Quasar 3,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",08-08-78,7:33:00,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Multiprobe,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",22-08-78,23:47:00,Molniya-M /Block ML,Molniya-1 n†­76,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29-08-78,15:00:00,Soyuz U,Cosmos 1029,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",06-09-78,3:04:00,Molniya-M /Block 2BL,Cosmos 1030,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",09-09-78,15:00:00,Soyuz U,Cosmos 1031,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",16-09-78,5:00:00,Mu-III H,Jikiken,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",19-09-78,8:05:00,Soyuz U,Cosmos 1032,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",03-10-78,11:00:00,Soyuz U,Cosmos 1033,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",04-10-78,3:49:00,Cosmos-3M (11K65M),Cosmos 1034 to 1041,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",06-10-78,15:30:00,Soyuz U,Cosmos 1042,Retired,,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",07-10-78,0:28:00,Atlas-E/F SGS-1,GPS-3,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",10-10-78,19:44:00,Vostok-2M,Cosmos 1043,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",13-10-78,5:19:00,Molniya-M /Block ML,Molniya-3 n†­77,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13-10-78,11:23:00,Atlas-E/F Star-37S-ISS,Tiros-N,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17-10-78,15:00:00,Soyuz U,Cosmos 1044,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",24-10-78,,Cosmos-3M (11K65M),Intercosmos-18 & Magion 1,Retired,,Success
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia",26-10-78,7:00:00,Tsyklon-3,Cosmos 1045 & Radio 1 and 2,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",30-10-78,,Molniya-M /Block SO-L,Prognoz n†­7,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",01-11-78,12:00:00,Soyuz U,Cosmos 1046,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",13-11-78,5:24:00,Atlas-SLV3D Centaur-D1AR,HEAO-2,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",15-11-78,11:45:00,Soyuz U,Cosmos 1047,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",16-11-78,21:45:00,Cosmos-3M (11K65M),Cosmos 1048,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",21-11-78,12:00:00,Soyuz U,Cosmos 1049,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28-11-78,16:20:00,Soyuz U,Cosmos 1050,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",05-12-78,18:12:00,Cosmos-3M (11K65M),Cosmos 1051 to 1058,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",07-12-78,15:30:00,Soyuz U,Cosmos 1059,Retired,,Success
